	word	occurences
4365	borrow	18
4366	explained	18
4367	automobile	18
4368	Daily	18
4369	Rouge	18
4370	strategist	18
4371	dismissed	18
4372	unsuccessful	18
4373	dominated	18
4374	targeted	18
4375	fend	18
4376	Albert	18
4377	emotional	18
4378	Rowe	18
4379	Morishita	18
4380	Per-share	18
4381	periods	18
4382	barrel	18
4383	contribution	18
4384	Gen-Probe	18
4385	sounds	18
4386	tickets	18
4387	8.45	18
4388	Buying	18
4389	minute	18
4390	Wisconsin	18
4391	Cowboys	18
4392	conceded	18
4393	edged	18
4394	posting	18
4395	announcing	18
4396	Olivetti	18
4397	stemming	18
4398	lackluster	18
4399	Geneva	18
4400	Guard	18
4401	surprisingly	18
4402	250,000	18
4403	publish	18
4404	squeezed	18
4405	objectives	18
4406	depending	18
4407	shipped	18
4408	seasonal	18
4409	concessions	18
4410	participating	18
4411	persuade	18
4412	Lotus	18
4413	bonuses	18
4414	cattle	18
4415	Drabinsky	18
4416	crack	18
4417	technologies	18
4418	submit	18
4419	distributor	18
4420	era	18
4421	restated	18
4422	bondholders	18
4423	Protection	18
4424	Maine	18
4425	Hitachi	18
4426	Municipal	18
4427	deciding	18
4428	FHA	18
4429	arms	18
4430	campaigns	18
4431	DPC	18
4432	visible	18
4433	Avery	18
4434	rarely	18
4435	Church	18
4436	struggle	18
4437	baskets	18
4438	impeachment	18
4439	repeatedly	18
4440	films	18
4441	crowd	18
4442	notion	18
4443	victim	18
4444	horse	18
4445	surface	18
4446	Mills	18
4447	subsequent	18
4448	7.90	18
4449	giants	18
4450	Bradstreet	18
4451	benefited	18
4452	creation	18
4453	Contras	18
4454	Kentucky	18
4455	Channel	18
4456	supercomputer	18
4457	triple-A	18
4458	Dun	18
4459	remember	18
4460	Reebok	18
4461	absolutely	18
4462	dozens	18
4463	Mesa	18
4464	electricity	18
4465	Mips	18
4466	danger	18
4467	path	18
4468	violated	18
4469	stolen	18
4470	Wathen	18
4471	upset	18
4472	Integrated	18
4473	Results	18
4474	upscale	18
4475	tracks	18
4476	unclear	18
4477	PC	18
4478	aides	18
4479	Finland	18
4480	Economists	18
4481	Others	18
4482	ranks	18
4483	explanation	18
4484	representative	18
4485	characters	18
4486	franchisees	18
4487	encouraging	18
4488	sat	18
4489	touch	18
4490	formally	18
4491	engines	18
4492	conflict	18
4493	Treasurys	18
4494	Renaissance	18
4495	star	18
4496	windows	18
4497	discounts	18
4498	arranged	18
4499	Tokyu	18
4500	Packwood	18
4501	injured	18
4502	Options	18
4503	evening	18
4504	pregnant	18
4505	ambitious	18
4506	Grace	18
4507	Garcia	18
4508	driven	18
4509	kinds	18
4510	homeless	18
4511	Nestle	18
4512	Day	18
4513	opponents	18
4514	Nelson	18
4515	competitor	18
4516	investment-grade	18
4517	anywhere	18
4518	high-tech	18
4519	Elsewhere	18
4520	strongest	18
4521	storm	18
4522	panic	18
4523	Partnership	18
4524	marked	18
4525	ITT	18
4526	talked	18
4527	male	18
4528	5.9	18
4529	employer	18
4530	9.5	18
4531	cyclical	18
4532	Kemp	18
4533	1973	18
4534	baby	18
4535	rolling	18
4536	carefully	18
4537	Affairs	18
4538	mix	18
4539	incurred	18
4540	psychology	18
4541	enterprises	18
4542	Mather	18
4543	Frederick	18
4544	Advanced	17
4545	maturing	17
4546	restrict	17
4547	assist	17
4548	bitter	17
4549	maturities	17
4550	Minpeco	17
4551	liberal	17
4552	picking	17
4553	Miss	17
4554	violence	17
4555	Madison	17
4556	Art	17
4557	Armstrong	17
4558	Professional	17
4559	gathering	17
4560	clearance	17
4561	engineered	17
4562	rely	17
4563	financial-services	17
4564	die	17
4565	investigations	17
4566	Commercial	17
4567	arrived	17
4568	enable	17
4569	accommodate	17
4570	couples	17
4571	Mercury	17
4572	Hudson	17
4573	removed	17
4574	links	17
4575	vulnerable	17
4576	executed	17
4577	predicts	17
4578	explaining	17
4579	cotton	17
4580	understanding	17
4581	expires	17
4582	Consumer	17
4583	insider	17
4584	array	17
4585	repay	17
4586	Coniston	17
4587	Connaught	17
4588	liquor	17
4589	Hoffman	17
4590	overcome	17
4591	cigarette	17
4592	belief	17
4593	Well	17
4594	passengers	17
4595	interviewed	17
4596	pull	17
4597	ultimate	17
4598	62.5	17
4599	emerged	17
4600	strengthen	17
4601	Put	17
4602	resorts	17
4603	cent	17
4604	emissions	17
4605	ozone	17
4606	Craig	17
4607	Alex	17
4608	Rosen	17
4609	staffers	17
4610	publication	17
4611	stages	17
4612	cool	17
4613	shelf	17
4614	researcher	17
4615	Anthony	17
4616	diseases	17
4617	Allen	17
4618	Rock	17
4619	Harry	17
4620	Antar	17
4621	Mitsui	17
4622	mid-October	17
4623	somewhere	17
4624	solution	17
4625	suffering	17
4626	wood	17
4627	Dingell	17
4628	consolidated	17
4629	Kasparov	17
4630	transition	17
4631	robust	17
4632	Femina	17
4633	compiled	17
4634	promoting	17
4635	rolled	17
4636	learning	17
4637	completion	17
4638	summit	17
4639	sizable	17
4640	offsetting	17
4641	bullish	17
4642	Benson	17
4643	Nearly	17
4644	lunch	17
4645	25,000	17
4646	landing	17
4647	FUNDS	17
4648	entrepreneur	17
4649	dominant	17
4650	suburban	17
4651	exact	17
4652	speak	17
4653	190	17
4654	truly	17
4655	Nashua	17
4656	lowest	17
4657	0.1	17
4658	Farm	17
4659	Lines	17
4660	mood	17
4661	historical	17
4662	8.55	17
4663	Director	17
4664	deficit-reduction	17
4665	guilders	17
4666	FTC	17
4667	salary	17
4668	Southeast	17
4669	tries	17
4670	broadly	17
4671	reacted	17
4672	Oppenheimer	17
4673	reaches	17
4674	Operating	17
4675	OF	17
4676	slight	17
4677	congressman	17
4678	advances	17
4679	bridges	17
4680	equities	17
4681	broadcasting	17
4682	backlog	17
4683	surgery	17
4684	debut	17
4685	user	17
4686	incest	17
4687	drilling	17
4688	featuring	17
4689	drew	17
4690	Nobody	17
4691	Decker	17
4692	ski	17
4693	Khmer	17
4694	Solidarity	17
4695	Volokh	17
4696	compound	17
4697	Sometimes	17
4698	Delicious	17
4699	posts	17
4700	row	17
4701	drawn	17
4702	absence	17
4703	dream	17
4704	Della	17
4705	1960s	17
4706	latter	17
4707	denies	17
4708	idle	17
4709	amounted	17
4710	3.4	17
4711	qualify	17
4712	Plant	17
4713	legitimate	17
4714	functions	17
4715	subscribers	17
4716	NATO	17
4717	Cable	17
4718	77	17
4719	articles	17
4720	Eurocom	17
4721	specifically	17
4722	stuck	17
4723	Graphics	17
4724	anyway	17
4725	Montreal	17
4726	Cineplex	17
4727	violate	17
4728	matched	17
4729	Asked	17
4730	green	17
4731	passenger	17
4732	basically	17
4733	highs	17
4734	Tele-Communications	17
4735	refund	17
4736	blocks	17
4737	1975	17
4738	legislature	17
4739	basketball	17
4740	1,500	17
4741	murder	17
4742	Investor	17
4743	agenda	17
4744	coast	17
4745	regarded	17
4746	happening	17
4747	routes	16
4748	routine	16
4749	Procter	16
4750	Members	16
4751	diminished	16
4752	House-Senate	16
4753	MiniScribe	16
4754	formula	16
4755	losers	16
4756	coalition	16
4757	soaring	16
4758	Orleans	16
4759	adjusters	16
4760	Issues	16
4761	unconstitutional	16
4762	banning	16
4763	sentence	16
4764	defaults	16
4765	counted	16
4766	combine	16
4767	loose	16
4768	ignored	16
4769	misleading	16
4770	steadily	16
4771	desk	16
4772	McDonough	16
4773	LBO	16
4774	useful	16
4775	conducting	16
4776	four-year	16
4777	designs	16
4778	Oklahoma	16
4779	ignore	16
4780	Amex	16
4781	Ashland	16
4782	favored	16
4783	affecting	16
4784	Bass	16
4785	maintaining	16
4786	balloon	16
4787	negotiate	16
4788	integration	16
4789	Previously	16
4790	setback	16
4791	1969	16
4792	Hughes	16
4793	decrease	16
4794	interstate	16
4795	creditor	16
4796	slashed	16
4797	feature	16
4798	fares	16
4799	flows	16
4800	Area	16
4801	apples	16
4802	NFL	16
4803	Independent	16
4804	extension	16
4805	respect	16
4806	Indian	16
4807	Investments	16
4808	crops	16
4809	depends	16
4810	N.J	16
4811	Coke	16
4812	motor	16
4813	specify	16
4814	solve	16
4815	NIH	16
4816	seller	16
4817	Quotron	16
4818	falls	16
4819	parking	16
4820	moral	16
4821	cubic	16
4822	impose	16
4823	colony	16
4824	Azoff	16
4825	Milan	16
4826	mills	16
4827	Colgate	16
4828	female	16
4829	NSC	16
4830	106	16
4831	Christian	16
4832	tougher	16
4833	Levine	16
4834	cocoa	16
4835	satisfaction	16
4836	PCs	16
4837	attracting	16
4838	code	16
4839	injuries	16
4840	longstanding	16
4841	Jerry	16
4842	Chandler	16
4843	Prudential	16
4844	Commodore	16
4845	skills	16
4846	Kingdom	16
4847	shared	16
4848	Weisfield	16
4849	Angeles-based	16
4850	requests	16
4851	Arkansas	16
4852	components	16
4853	Van	16
4854	mountain	16
4855	skeptical	16
4856	clearing	16
4857	speculated	16
4858	CS	16
4859	Anheuser	16
4860	Xerox	16
4861	Ingersoll	16
4862	sixth	16
4863	Provigo	16
4864	mines	16
4865	responding	16
4866	Mexican	16
4867	advisory	16
4868	dinner	16
4869	earning	16
4870	Fresenius	16
4871	Societe	16
4872	pursuing	16
4873	establishment	16
4874	remainder	16
4875	perform	16
4876	employed	16
4877	born	16
4878	brother	16
4879	grounds	16
4880	6,000	16
4881	enhanced	16
4882	Education	16
4883	Seoul	16
4884	abortion-rights	16
4885	76	16
4886	bear	16
4887	Right	16
4888	quit	16
4889	bottle	16
4890	proper	16
4891	drinking	16
4892	God	16
4893	Daly	16
4894	wines	16
4895	drivers	16
4896	discontinued	16
4897	Gold	16
4898	guys	16
4899	tested	16
4900	protests	16
4901	pursuit	16
4902	jail	16
4903	opposite	16
4904	7.50	16
4905	successfully	16
4906	Short	16
4907	suddenly	16
4908	threatening	16
4909	Dole	16
4910	Alaska	16
4911	thousand	16
4912	Dataproducts	16
4913	recognition	16
4914	hurricane	16
4915	hybrid	16
4916	Shevardnadze	16
4917	Alfred	16
4918	Gardens	16
4919	suggestions	16
4920	Swedish	16
4921	Gamble	16
4922	examination	16
4923	Harold	16
4924	rejection	16
4925	Unless	16
4926	obligations	16
4927	Giant	16
4928	Galileo	16
4929	golf	16
4930	harvest	16
4931	discussion	16
4932	calculations	16
4933	prominent	16
4934	investigators	16
4935	therefore	16
4936	Richmond	16
4937	Advertising	16
4938	Straszheim	16
4939	wrongdoing	16
4940	excessive	16
4941	wealth	16
4942	87	16
4943	perception	16
4944	physical	16
4945	Stamford	16
4946	entering	16
4947	high-quality	16
4948	Finnish	16
4949	registration	16
4950	Reynolds	16
4951	drove	16
4952	halted	16
4953	withdraw	16
4954	regions	16
4955	stemmed	16
4956	studied	16
4957	cargo	16
4958	animal	16
4959	assigned	16
4960	notably	16
4961	year-end	16
4962	lately	16
4963	6.6	16
4964	Sports	16
4965	techniques	16
4966	Dozen	16
4967	Toshiba	16
4968	publicity	16
4969	blocking	16
4970	wins	16
4971	striking	16
4972	Stockholm	16
4973	regime	16
4974	Filipino	16
4975	cheating	16
4976	Suisse	16
4977	D.T.	16
4978	Greenville	16
4979	assessment	16
4980	neighborhoods	16
4981	designer	15
4982	clothing	15
4983	conversations	15
4984	Ward	15
4985	spoke	15
4986	1996	15
4987	unprecedented	15
4988	comedy	15
4989	recommendations	15
4990	wear	15
4991	ally	15
4992	Bogart	15
4993	tanks	15
4994	sparked	15
4995	2000	15
4996	Excluding	15
4997	heading	15
4998	refunding	15
4999	Pioneer	15
5000	Gramm-Rudman	15
5001	reduces	15
5002	subjects	15
5003	refinancing	15
5004	Zurich	15
5005	exception	15
5006	Acceptance	15
5007	influential	15
5008	seeds	15
5009	welcome	15
5010	creates	15
5011	Cincinnati	15
5012	AZT	15
5013	afraid	15
5014	Television	15
5015	airport	15
5016	1977	15
5017	Israeli	15
5018	Seidman	15
5019	apartheid	15
5020	redeem	15
5021	seize	15
5022	knocked	15
5023	Gould	15
5024	throw	15
5025	Philippine	15
5026	Gillett	15
5027	Minnesota	15
5028	column	15
5029	rain	15
5030	patient	15
5031	1.125	15
5032	Don	15
5033	270	15
5034	contended	15
5035	forest	15
5036	86	15
5037	pressing	15
5038	Deutsche	15
5039	salaries	15
5040	feared	15
5041	Following	15
5042	wire	15
5043	radiation	15
5044	box	15
5045	fat	15
5046	Where	15
5047	eat	15
5048	conclusion	15
5049	Sugarman	15
5050	drought	15
5051	tremendous	15
5052	Ky.	15
5053	Denver	15
5054	Dentsu	15
5055	consolidation	15
5056	consortium	15
5057	launching	15
5058	StatesWest	15
5059	indicator	15
5060	equally	15
5061	saving	15
5062	Field	15
5063	5.8	15
5064	connected	15
5065	Bennett	15
5066	feed	15
5067	None	15
5068	Nor	15
5069	Leader	15
5070	Norfolk	15
5071	confusion	15
5072	Whitten	15
5073	absorb	15
5074	Let	15
5075	Nicaraguan	15
5076	Steinberg	15
5077	Bernstein	15
5078	trimmed	15
5079	earthquakes	15
5080	Larry	15
5081	equaling	15
5082	100-share	15
5083	1.50	15
5084	Take	15
5085	Skase	15
5086	solely	15
5087	suitor	15
5088	Bancorp	15
5089	definition	15
5090	restructured	15
5091	bureaucracy	15
5092	intention	15
5093	doubts	15
5094	De	15
5095	Voice	15
5096	odd	15
5097	FCC	15
5098	suggesting	15
5099	compare	15
5100	2.25	15
5101	pills	15
5102	roads	15
5103	Back	15
5104	interbank	15
5105	commuters	15
5106	obviously	15
5107	symbol	15
5108	defined	15
5109	presidents	15
5110	NL	15
5111	sweetened	15
5112	smoke	15
5113	jet	15
5114	constantly	15
5115	treasury	15
5116	drink	15
5117	Oregon	15
5118	rubles	15
5119	marketers	15
5120	properly	15
5121	adults	15
5122	intend	15
5123	drawing	15
5124	Dell	15
5125	magnetic	15
5126	signing	15
5127	signals	15
5128	1971	15
5129	aspect	15
5130	promotional	15
5131	wider	15
5132	structured	15
5133	specializes	15
5134	regulator	15
5135	Recently	15
5136	disputes	15
5137	serves	15
5138	Human	15
5139	Sacramento	15
5140	clean	15
5141	Coca-Cola	15
5142	settlements	15
5143	petrochemical	15
5144	repurchase	15
5145	choices	15
5146	strict	15
5147	Safety	15
5148	army	15
5149	arrest	15
5150	empire	15
5151	Utilities	15
5152	prosecutor	15
5153	Hartford	15
5154	alive	15
5155	barred	15
5156	IMA	15
5157	stems	15
5158	detail	15
5159	publications	15
5160	Andersson	15
5161	deterioration	15
5162	tourist	15
5163	tasks	15
5164	College	15
5165	insiders	15
5166	billing	15
5167	anymore	15
5168	Egg	15
5169	invited	15
5170	Unocal	15
5171	Having	15
5172	displays	15
5173	preference	15
5174	heating	15
5175	Holiday	15
5176	visited	15
5177	Agnelli	15
5178	nearby	15
5179	meantime	15
5180	reject	15
5181	stretch	15
5182	chances	15
5183	Hearst	15
5184	tax-exempt	15
5185	bias	15
5186	loan-loss	15
5187	counterparts	15
5188	clause	15
5189	string	15
5190	challenges	15
5191	covert	15
5192	Upjohn	15
5193	RTC	15
5194	tourism	15
5195	select	15
5196	protesters	15
5197	climb	15
5198	illegally	15
5199	cope	15
5200	fines	15
5201	mention	15
5202	emerge	15
5203	tire	15
5204	RU-486	15
5205	imminent	15
5206	Contel	15
5207	protest	15
5208	Crane	15
5209	topic	15
5210	Interpublic	15
5211	Rose	15
5212	Mancuso	15
5213	Yamaichi	15
5214	enjoy	15
5215	Herald	15
5216	Rochester	15
5217	Memories	15
5218	Manila	15
5219	wars	15
5220	yielding	15
5221	perfectly	15
5222	Guber-Peters	15
5223	dialogue	15
5224	band	15
5225	Tower	15
5226	I.	14
5227	mere	14
5228	text	14
5229	Cancer	14
5230	drain	14
5231	percent	14
5232	defendant	14
5233	Five	14
5234	likes	14
5235	item	14
5236	Pan	14
5237	Overall	14
5238	rough	14
5239	comprehensive	14
5240	forfeiture	14
5241	instructions	14
5242	agreeing	14
5243	Consolidated	14
5244	listing	14
5245	probe	14
5246	Cabrera	14
5247	chunk	14
5248	4.25	14
5249	crowded	14
5250	confrontation	14
5251	actively	14
5252	keeps	14
5253	aim	14
5254	Robertson	14
5255	private-sector	14
5256	routinely	14
5257	glasnost	14
5258	93	14
5259	107	14
5260	Notes	14
5261	locations	14
5262	bugs	14
5263	Charlotte	14
5264	alleges	14
5265	Whittle	14
5266	artist	14
5267	expiration	14
5268	Merieux	14
5269	survival	14
5270	signaled	14
5271	pregnancy	14
5272	HomeFed	14
5273	pitch	14
5274	near-term	14
5275	accompanied	14
5276	recall	14
5277	Dodge	14
5278	poorly	14
5279	urge	14
5280	lobbying	14
5281	mission	14
5282	Specialized	14
5283	warm	14
5284	Records	14
5285	Travelers	14
5286	Bates	14
5287	Fort	14
5288	error	14
5289	6.3	14
5290	agricultural	14
5291	persistent	14
5292	errors	14
5293	EDT	14
5294	considers	14
5295	Anderson	14
5296	Better	14
5297	Helmsley	14
5298	jewelry	14
5299	Yale	14
5300	instrument	14
5301	13.8	14
5302	foundation	14
5303	dry	14
5304	87.5	14
5305	slip	14
5306	Squibb	14
5307	handed	14
5308	consisting	14
5309	Springs	14
5310	genuine	14
5311	bright	14
5312	oversees	14
5313	dubbed	14
5314	Laff	14
5315	consists	14
5316	insulin	14
5317	Hotel	14
5318	bourbon	14
5319	seven-day	14
5320	lived	14
5321	disagree	14
5322	Ratners	14
5323	Lang	14
5324	stockholders	14
5325	bidder	14
5326	science	14
5327	beneficiaries	14
5328	crunch	14
5329	Hawaii	14
5330	fought	14
5331	deeply	14
5332	chose	14
5333	Marvin	14
5334	preserve	14
5335	territory	14
5336	farms	14
5337	scientist	14
5338	presidency	14
5339	architecture	14
5340	strain	14
5341	Carlos	14
5342	small-business	14
5343	historically	14
5344	quotes	14
5345	Rican	14
5346	supports	14
5347	Rich	14
5348	Toronto-based	14
5349	arrested	14
5350	Land	14
5351	6.4	14
5352	Whatever	14
5353	inches	14
5354	Heavy	14
5355	Free	14
5356	Order	14
5357	tissue	14
5358	Backer	14
5359	vans	14
5360	excellent	14
5361	MTM	14
5362	Guzman	14
5363	Conn	14
5364	Pinnacle	14
5365	reveal	14
5366	outcry	14
5367	avoided	14
5368	writes	14
5369	sites	14
5370	Brazilian	14
5371	Saks	14
5372	function	14
5373	111	14
5374	dissident	14
5375	returning	14
5376	performing	14
5377	informal	14
5378	movements	14
5379	Monetary	14
5380	reverse	14
5381	Aviation	14
5382	Wellington	14
5383	improving	14
5384	prolonged	14
5385	initiatives	14
5386	fifth	14
5387	interim	14
5388	camera	14
5389	unexpected	14
5390	Taylor	14
5391	passing	14
5392	postponed	14
5393	dark	14
5394	knowledge	14
5395	reviewing	14
5396	throwing	14
5397	expertise	14
5398	thanks	14
5399	capable	14
5400	breaks	14
5401	Temple	14
5402	witness	14
5403	targeting	14
5404	distribute	14
5405	shock	14
5406	attempted	14
5407	settling	14
5408	households	14
5409	animals	14
5410	steelmaker	14
5411	Nippon	14
5412	McDuffie	14
5413	refuse	14
5414	Arnold	14
5415	manufacture	14
5416	savings-and-loan	14
5417	Majority	14
5418	furniture	14
5419	granted	14
5420	proposing	14
5421	'S	14
5422	north	14
5423	pop	14
5424	Unilever	14
5425	letting	14
5426	Vermont	14
5427	refining	14
5428	asserted	14
